date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:56:00	106493/106493	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:55:57%20GMT	https://www.youtube.com/intl/en_ng/creators/how-things-work/content-creation-strategy/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_ng/creators/how-things-work/content-creation-strategy/index.html	(from https://www.youtube.com/creators/)
08:56:01	97913/97913	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:55:56%20GMT	https://www.youtube.com/intl/en_ng/creators/how-things-work/video-monetization/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_ng/creators/how-things-work/video-monetization/index.html	(from https://www.youtube.com/creators/)
08:56:20	70847/70847	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:56:02%20GMT	https://www.youtube.com/intl/en_ng/creators/how-things-work/get-involved/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_ng/creators/how-things-work/get-involved/index.html	(from https://www.youtube.com/creators/)
08:56:21	808/808	---MC-	200	added ('OK')	text/css	date:Mon,%2026%20Aug%202024%2007:56:21%20GMT	http://fonts.googleapis.com/css?family=Roboto:300,400,500,700&display=swap&lang=en	/Users/pygod/websites/hospital/fonts.googleapis.com/cssb275.css	(from https://www.youtube.com/ads/)
08:56:21	97913/97913	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:56:02%20GMT	https://www.youtube.com/creators/how-things-work/video-monetization/	/Users/pygod/websites/hospital/www.youtube.com/creators/how-things-work/video-monetization/index.html	(from https://www.youtube.com/creators/)
08:56:21	117485/117485	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:56:02%20GMT	https://www.youtube.com/intl/en_ng/creators/top-questions/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_ng/creators/top-questions/index.html	(from https://www.youtube.com/creators/)
08:56:23	1515208/1515208	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:56:01%20GMT	https://www.youtube.com/channel/UCkRfArvrzheW2E7b6SVT7vQ	/Users/pygod/websites/hospital/www.youtube.com/channel/UCkRfArvrzheW2E7b6SVT7vQ.html	(from https://www.youtube.com/creators/)
08:56:24	1691/1691	---MC-	200	added ('OK')	text/css	date:Mon,%2026%20Aug%202024%2007:56:23%20GMT	https://fonts.googleapis.com/css?family=YouTube+Sans:300,400,500,600,700,900&display=swap	/Users/pygod/websites/hospital/fonts.googleapis.com/css7f47.css	(from https://www.youtube.com/ads/)
08:56:24	81516/81516	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_br/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_br/ads/index.html	(from https://www.youtube.com/ads/)
08:56:24	80883/80883	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_ca/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_ca/ads/index.html	(from https://www.youtube.com/ads/)
08:56:24	84290/84290	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/es_us/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/es_us/ads/index.html	(from https://www.youtube.com/ads/)
08:56:27	20568/20568	---MC-	200	added ('OK')	text/css	date:Mon,%2026%20Aug%202024%2007:56:25%20GMT	https://fonts.googleapis.com/css2?family=Google+Symbols:opsz,wght,FILL,GRAD@20..48,100..700,0..1,-50..200	/Users/pygod/websites/hospital/fonts.googleapis.com/css29ce0.css	(from https://www.youtube.com/ads/)
08:56:27	82357/82357	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_fr/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_fr/ads/index.html	(from https://www.youtube.com/ads/)
08:56:27	81946/81946	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_de/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_de/ads/index.html	(from https://www.youtube.com/ads/)
08:56:28	82047/82047	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/fr_ca/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/fr_ca/ads/index.html	(from https://www.youtube.com/ads/)
08:56:44	79403/79403	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/en_id/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_id/ads/index.html	(from https://www.youtube.com/ads/)
08:56:45	80883/80883	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_in/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_in/ads/index.html	(from https://www.youtube.com/ads/)
08:56:45	79677/79677	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_id/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_id/ads/index.html	(from https://www.youtube.com/ads/)
08:56:46	90682/90682	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/hi_in/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/hi_in/ads/index.html	(from https://www.youtube.com/ads/)
08:56:47	84172/84172	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_kr/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_kr/ads/index.html	(from https://www.youtube.com/ads/)
08:56:48	86682/86682	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_ru/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_ru/ads/index.html	(from https://www.youtube.com/ads/)
08:56:48	545637/545637	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:56:46%20GMT	https://www.youtube.com/musicpremium	/Users/pygod/websites/hospital/www.youtube.com/musicpremium.html	(from https://www.youtube.com/ads/)
08:56:49	797488/797488	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Aug%202024%2007:56:29%20GMT	https://www.youtube.com/ads/static/compiled/index.min.css?cache=7c30f84	/Users/pygod/websites/hospital/www.youtube.com/ads/static/compiled/index.minba05.css	(from https://www.youtube.com/ads/)
08:57:09	80238/80238	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_sg/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_sg/ads/index.html	(from https://www.youtube.com/ads/)
08:57:09	90472/90472	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_th/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_th/ads/index.html	(from https://www.youtube.com/ads/)
08:57:10	85544/85544	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_ua/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_ua/ads/index.html	(from https://www.youtube.com/ads/)
08:57:19	113472/113472	---M--	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2007:57:10%20GMT	https://www.youtube.com/ads/static/compiled/globals.min.js?cache=e6840da	/Users/pygod/websites/hospital/www.youtube.com/ads/static/compiled/globals.min082d.js	(from https://www.youtube.com/ads/)
08:57:19	83246/83246	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_vn/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_vn/ads/index.html	(from https://www.youtube.com/ads/)
08:57:20	84081/84081	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_jp/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_jp/ads/index.html	(from https://www.youtube.com/ads/)
08:57:20	1355989/1355989	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:56:49%20GMT	https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ	/Users/pygod/websites/hospital/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ.html	(from https://www.youtube.com/ads/)
08:57:27	80358/80358	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/en_ae/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_ae/ads/index.html	(from https://www.youtube.com/ads/)
08:57:36	80883/80883	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_au/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_au/ads/index.html	(from https://www.youtube.com/ads/)
08:57:36	88215/88215	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_ae/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_ae/ads/index.html	(from https://www.youtube.com/ads/)
08:57:37	79792/79792	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_cn/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_cn/ads/index.html	(from https://www.youtube.com/ads/)
08:57:45	21323/21323	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:57:37%20GMT	https://www.youtube.com/t/terms_paidservice	/Users/pygod/websites/hospital/www.youtube.com/t/terms_paidservice.html	(from https://www.youtube.com/t/terms)
08:57:45	512253/512253	---M--	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2007:57:20%20GMT	https://www.youtube.com/ads/static/compiled/index.min.js?cache=5a59c90	/Users/pygod/websites/hospital/www.youtube.com/ads/static/compiled/index.min8015.js	(from https://www.youtube.com/ads/)
08:57:46	80210/80210	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/en_cn/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_cn/ads/index.html	(from https://www.youtube.com/ads/)
08:57:46	81095/81095	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_es/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_es/ads/index.html	(from https://www.youtube.com/ads/)
08:57:47	7795/7795	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:57:46%20GMT	https://www.youtube.com/t/usage_paycontent	/Users/pygod/websites/hospital/www.youtube.com/t/usage_paycontent.html	(from https://www.youtube.com/t/terms)
08:57:47	79594/79594	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_hk/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_hk/ads/index.html	(from https://www.youtube.com/ads/)
08:57:47	80210/80210	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/en_hk/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_hk/ads/index.html	(from https://www.youtube.com/ads/)
08:57:47	83523/83523	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_il/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_il/ads/index.html	(from https://www.youtube.com/ads/)
08:57:48	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2026%20Aug%202024%2007:57:48%20GMT	https://www.youtube.com/t/policy_cns	/Users/pygod/websites/hospital/www.youtube.com/t/policy_cns.10c.delayed	(from https://www.youtube.com/t/terms)
08:58:07	80995/80995	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_mx/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_mx/ads/index.html	(from https://www.youtube.com/ads/)
08:58:07	80210/80210	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/en_il/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_il/ads/index.html	(from https://www.youtube.com/ads/)
08:58:08	80993/80993	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_it/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_it/ads/index.html	(from https://www.youtube.com/ads/)
08:58:08	80884/80884	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_pl/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_pl/ads/index.html	(from https://www.youtube.com/ads/)
08:58:08	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2026%20Aug%202024%2007:58:08%20GMT	https://www.youtube.com/t/copyright_notice	/Users/pygod/websites/hospital/www.youtube.com/t/copyright_notice.10d.delayed	(from https://www.youtube.com/t/terms)
08:58:09	81905/81905	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_tr/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_tr/ads/index.html	(from https://www.youtube.com/ads/)
08:58:09	80723/80723	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_tw/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_tw/ads/index.html	(from https://www.youtube.com/ads/)
08:58:10	81069/81069	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_uk/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_uk/ads/index.html	(from https://www.youtube.com/ads/)
08:58:10	80995/80995	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_ar/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_ar/ads/index.html	(from https://www.youtube.com/ads/)
08:58:10	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2026%20Aug%202024%2007:58:10%20GMT	https://www.youtube.com/t/policies	/Users/pygod/websites/hospital/www.youtube.com/t/policies.10e.delayed	(from https://www.youtube.com/t/terms)
08:58:11	80995/80995	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_co/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_co/ads/index.html	(from https://www.youtube.com/ads/)
08:58:11	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	/Users/pygod/websites/hospital/www.youtube.com/t/privacy.10f.delayed	(from https://www.youtube.com/t/terms)
08:58:20	80995/80995	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_cl/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_cl/ads/index.html	(from https://www.youtube.com/ads/)
08:58:21	80995/80995	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_pe/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_pe/ads/index.html	(from https://www.youtube.com/ads/)
08:58:21	80106/80106	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_se/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_se/ads/index.html	(from https://www.youtube.com/ads/)
08:58:21	80435/80435	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ALL_nl/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ALL_nl/ads/index.html	(from https://www.youtube.com/ads/)
08:58:22	49650/49650	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:21%20GMT	https://www.youtube.com/t/terms_dataprocessing	/Users/pygod/websites/hospital/www.youtube.com/t/terms_dataprocessing.html	(from https://www.youtube.com/t/terms)
08:58:22	80470/80470	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/ms_my/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/ms_my/ads/index.html	(from https://www.youtube.com/ads/)
08:58:22	80210/80210	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/en_my/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_my/ads/index.html	(from https://www.youtube.com/ads/)
08:58:22	80654/80654	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202024%2004:58:00%20GMT	https://www.youtube.com/intl/en_us/ads/	/Users/pygod/websites/hospital/www.youtube.com/intl/en_us/ads/index.html	(from https://www.youtube.com/ads/)
08:58:23	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2026%20Aug%202024%2007:58:23%20GMT	https://www.youtube.com/t/ads_policies	/Users/pygod/websites/hospital/www.youtube.com/t/ads_policies.111.delayed	(from https://www.youtube.com/t/terms)
08:58:24	83956/83956	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:23%20GMT	https://www.youtube.com/ads/youtube-for-small-business/	/Users/pygod/websites/hospital/www.youtube.com/ads/youtube-for-small-business/index.html	(from https://www.youtube.com/ads/)
08:58:24	101473/101473	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:24%20GMT	https://www.youtube.com/ads/how-it-works/	/Users/pygod/websites/hospital/www.youtube.com/ads/how-it-works/index.html	(from https://www.youtube.com/ads/)
08:58:24	120475/120475	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:23%20GMT	https://www.youtube.com/ads/how-it-works/create-a-video-ad/	/Users/pygod/websites/hospital/www.youtube.com/ads/how-it-works/create-a-video-ad/index.html	(from https://www.youtube.com/ads/)
08:58:25	69599/69599	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:25%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/	/Users/pygod/websites/hospital/www.youtube.com/ads/how-it-works/set-up-a-campaign/index.html	(from https://www.youtube.com/ads/)
08:58:25	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2026%20Aug%202024%2007:58:25%20GMT	https://www.youtube.com/t/copyright_center	/Users/pygod/websites/hospital/www.youtube.com/t/copyright_center.112.delayed	(from https://www.youtube.com/t/terms)
08:58:26	71895/71895	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:25%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/audience/	/Users/pygod/websites/hospital/www.youtube.com/ads/how-it-works/set-up-a-campaign/audience/index.html	(from https://www.youtube.com/ads/)
08:58:26	66871/66871	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:25%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/budget/	/Users/pygod/websites/hospital/www.youtube.com/ads/how-it-works/set-up-a-campaign/budget/index.html	(from https://www.youtube.com/ads/)
08:58:27	72725/72725	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:27%20GMT	https://www.youtube.com/ads/news-and-inspiration/	/Users/pygod/websites/hospital/www.youtube.com/ads/news-and-inspiration/index.html	(from https://www.youtube.com/ads/)
08:58:29	64248/64248	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:27%20GMT	https://www.youtube.com/ads/resources/	/Users/pygod/websites/hospital/www.youtube.com/ads/resources/index.html	(from https://www.youtube.com/ads/)
08:58:35	30991/30991	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:27%20GMT	https://www.youtube.com/t/terms?archive=20210601	/Users/pygod/websites/hospital/www.youtube.com/t/terms9940.html	(from https://www.youtube.com/t/terms)
08:58:41	62150/62150	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:30%20GMT	https://www.youtube.com/ads/resources/measurement-tools/	/Users/pygod/websites/hospital/www.youtube.com/ads/resources/measurement-tools/index.html	(from https://www.youtube.com/ads/)
08:58:42	84631/84631	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:27%20GMT	https://www.youtube.com/ads/how-it-works/measure-your-results/	/Users/pygod/websites/hospital/www.youtube.com/ads/how-it-works/measure-your-results/index.html	(from https://www.youtube.com/ads/)
08:58:42	93931/93931	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:28%20GMT	https://www.youtube.com/ads/resources/creative-resources/	/Users/pygod/websites/hospital/www.youtube.com/ads/resources/creative-resources/index.html	(from https://www.youtube.com/ads/)
08:58:42	66916/66916	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:36%20GMT	https://www.youtube.com/ads/resources/best-practices/	/Users/pygod/websites/hospital/www.youtube.com/ads/resources/best-practices/index.html	(from https://www.youtube.com/ads/)
08:58:43	87501/87501	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:42%20GMT	https://www.youtube.com/ads/resources/success-stories/	/Users/pygod/websites/hospital/www.youtube.com/ads/resources/success-stories/index.html	(from https://www.youtube.com/ads/)
08:58:43	547491/547491	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Aug%202024%2007:58:42%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/index.min.css?cache=58ea7ca	/Users/pygod/websites/hospital/www.youtube.com/howyoutubeworks/static/compiled/index.min270d.css	(from https://www.youtube.com/howyoutubeworks/?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen)
08:58:43	195/195	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2012%20Jan%202021%2015:37:29%20GMT	https://fonts.gstatic.com/s/i/googlematerialicons/navigate_before/v10/24px.svg	/Users/pygod/websites/hospital/fonts.gstatic.com/s/i/googlematerialicons/navigate_before/v10/24px.svg	(from https://www.youtube.com/howyoutubeworks/?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen)
08:58:44	77270/77270	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:44%20GMT	https://www.youtube.com/ads/faqs/	/Users/pygod/websites/hospital/www.youtube.com/ads/faqs/index.html	(from https://www.youtube.com/ads/)
08:58:44	128376/128376	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:44%20GMT	https://www.youtube.com/howyoutubeworks/	/Users/pygod/websites/hospital/www.youtube.com/howyoutubeworks/index.html	(from https://www.youtube.com/ads/)
08:58:44	190/190	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2012%20Jan%202021%2015:55:51%20GMT	https://fonts.gstatic.com/s/i/googlematerialicons/navigate_next/v10/24px.svg	/Users/pygod/websites/hospital/fonts.gstatic.com/s/i/googlematerialicons/navigate_next/v10/24px.svg	(from https://www.youtube.com/howyoutubeworks/?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen)
08:58:45	7070/7070	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2005:08:00%20GMT	https://www.youtube.com/kids/	/Users/pygod/websites/hospital/www.youtube.com/kids/index.html	(from https://www.youtube.com/ads/)
08:58:45	56556/56556	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:45%20GMT	https://www.youtube.com/trends/	/Users/pygod/websites/hospital/www.youtube.com/trends/index.html	(from https://www.youtube.com/ads/)
08:58:45	90593/90593	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:45%20GMT	https://www.youtube.com/creators/podcasts/	/Users/pygod/websites/hospital/www.youtube.com/creators/podcasts/index.html	(from https://www.youtube.com/ads/)
08:58:46	732/732	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Aug%202024%2007:58:46%20GMT	https://www.youtube.com/howyoutubeworks/static/images/chevron-down.png?cache=b678069	/Users/pygod/websites/hospital/www.youtube.com/howyoutubeworks/static/images/chevron-down3e45.png	(from https://www.youtube.com/howyoutubeworks/?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen)
08:58:46	561148/561148	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:46%20GMT	https://www.youtube.com/premium/	/Users/pygod/websites/hospital/www.youtube.com/premium/index.html	(from https://www.youtube.com/ads/)
08:58:46	78762/78762	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:58:46%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/	/Users/pygod/websites/hospital/www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/)
08:58:46	231/231	---M--	302	error ('Found')	text/html	date:Mon,%2026%20Aug%202024%2007:58:46%20GMT	https://www.youtube.com/yt/family/	/Users/pygod/websites/hospital/www.youtube.com/yt/family/index.html	(from https://www.youtube.com/ads/)
08:59:11	292747/292747	---M--	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2007:58:47%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/index.min.js?cache=bf27cee	/Users/pygod/websites/hospital/www.youtube.com/howyoutubeworks/static/compiled/index.min5559.js	(from https://www.youtube.com/howyoutubeworks/?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen)
08:59:20	45762/45762	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2005:08:00%20GMT	https://www.youtube.com/csai-match/	/Users/pygod/websites/hospital/www.youtube.com/csai-match/index.html	(from https://www.youtube.com/ads/)
